Item Name	Roastery	Roast Level	Region	Flavour Profile	Roast Type	Process	Variety	Brewing Method	Coffee Origin	Rating	Recommended	Price
FIFTY ESPRESSO blend - 1000g	Fiftybeans	Medium to medium dark	Bálsamo - Quezaltepec	Dark Bitter chocolate,Dutch cocoa,Cocoa nibs	Espresso	Washed	Catuai,Castillo	Espresso,Moka pot	Colombia,Brazil	4.8	100%	34,99
Colombia PURPLE FRUIT	Fiftybeans	Light to Medium Light	Quindìo	Bonpary,Forest fruit,Lilac	Filter	Experimental	Castillo	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia	4.3	89%	17,99
Ethiopia TIGIST KEBEDE	Fiftybeans	Light to Medium Light	Yirgacheffe	Plums,Honey,Peach,Lavender	Filter	Natural	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			15,99
Indonesia WILDAN MUSTOFA	Fiftybeans	Light to Medium Light	Indonésie - Kerinci	Pineapple,Strawberries,Cocoa nibs,Flowers	Filter	Anaerobic	Sigarar Utang	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Indonesia			15,99
Brazil RAFAEL VINHAL	Fiftybeans	Light to Medium Light	Cerrado	Caramel,Lavender,Green tea	Filter	Experimental	Topazio	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Brazil			16,99
Brazil FIFTYPODS - nespresso capsules 10pcs/bal	Fiftybeans		Minas Gerais	Dark Bitter chocolate,Caramel,Cocoa,Black cherries		Natural	Catuai		Brazil			8,49
Indonesia GAYO BENER MERIAH	Friedhats Coffee	Light to Medium Light	Indonésie - Kerinci	Caramel,Flowers,Blackberry,Dried figs	Filter	Anaerobic	Bourbon,Abyssinah	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Indonesia			17,99
Rwanda GASHARU	Friedhats Coffee	Light to Medium Light	Macuba	Orange peel,Candied fruit	Filter	Washed	Bourbon	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Rwanda			17,99
Ethiopia BOMB	Friedhats Coffee	Light to Medium Light	Sidama	Milk chocolate,Strawberries,Tropical fruit	Filter	Natural	74110,Setami,Mikicho	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			17,99
Kenya THIRIKU	Friedhats Coffee	Light to Medium Light	Nyeri	Ripe fruit	Filter	Washed	SL28	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya			17,99
Ethiopia SUKE QUTO	Friedhats Coffee	Light to Medium Light	Guji	Jasmine,Lemons,Elderflower	Filter	Washed	Kurume,Welicho	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			17,99
Ethiopia TEGA&TULA MICHITI NATURAL	Goat Story	Medium to medium dark	Etiopie - Gera	Peach,Chocolate,Cookies,Dried figs	Espresso	Natural	Heirloom	Espresso,Moka pot	Ethiopia			
Uganda MWEZI	Goat Story	Omni	Rwenzori	Strawberries,Cocoa nips,Hazelnuts,Plums	Omni (recommended for both Filter & Espresso Coffee)	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Uganda	0.0	0%	
Peru Finca La Chirimoya	Goat Story	Light to Medium Light	Piura	Flowers,Almond,Cookies,Vanilla,Green tea	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Peru	0.0	0%	
Burundi RUBANDA	Goat Story	Light to Medium Light	Mutambu	Black tea,Raspberries,Raisins,Cherries	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Burundi	0.0	0%	
Brazil TOUCAN	Goat Story	Medium to medium dark	Cerrado Mineiro	Caramel,Para nuts,Dark chocolate	Espresso	Natural		Moka pot,Espresso	Brazil	0.0	0%	
Ethiopia SUKE QUTO	Goat Story	Omni	Guji	Bergamot,Candies,Grapefruit	Omni (recommended for both Filter & Espresso Coffee)	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Ethiopia	0.0	0%	
Ethiopia AYLA BOMBE	Goat Story	Omni	Sidama	Earl Grey,Strawberries,Hazelnuts,Cookies,Plums	Omni (recommended for both Filter & Espresso Coffee)	Natural	Kurume	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Ethiopia			
Nicaragua LOS PLACERES 2021	Goat Story	Omni	Matagalpa	Tangerines,Orange,Plums	Omni (recommended for both Filter & Espresso Coffee)	Natural	Red Bourbon	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Nicaragua			
Brazil SUL DE MINAS - peaberry	Goat Story	Medium to medium dark	Sul de Minas	Dark Bitter chocolate,Grapes,Hazelnuts	Espresso	Natural	Catuai	Moka pot,Espresso	Brazil			
Ethiopia AJERE	Goat Story	Omni	Yirgacheffe	Apricots,Honey,Jasmine,Flowers,Lavender	Omni (recommended for both Filter & Espresso Coffee)	Washed	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot,Espresso,Moka pot	Ethiopia			
Nicaragua LOS PLACERES	Goat Story	Omni	Matagalpa	Tangerines,Plums,Orange	Omni (recommended for both Filter & Espresso Coffee)	Natural	Red Bourbon	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot,Espresso,Moka pot	Nicaragua			
GOOD VIBRATION ESPRESSO blend	Goat Story	Medium to medium dark	Caparao	Chocolate,Caramel,Vanilla	Espresso	Natural	Bourbon,Catuai	Moka pot,Espresso	Brazil			
WALKING ON SUNSHINE ESPRESSO blend	Goat Story	Medium to medium dark		Caramel,Fruit,Vanilla	Espresso	Natural	Bourbon,Catuai	Moka pot,Espresso	Brazil,Nicaragua			
Rwanda GASHARU IMPANO	Goat Story	Omni	Nyamasheke	Tropical fruit,Cherries,Coconut	Omni (recommended for both Filter & Espresso Coffee)	Anaerobic	Bourbon	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot,Espresso,Moka pot	Rwanda			
Ethiopia TEGA&TULA GERA WASHED	Goat Story	Light to Medium Light	Etiopie - Gera	Grapefruit,Almond,Jasmine,Black currant,Green tea,Bergamot	Filter	Washed	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Costa Rica FINCA LAS NUBES	Goat Story	Omni	Valle del Dota	Caramel,Chocolate,Strawberries,Yoghurt	Omni (recommended for both Filter & Espresso Coffee)	Honey	Caturra	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot,Espresso,Moka pot	Costa Rica			
Brasil BR-211 (espresso)	Mlsnacava	Medium to medium dark	Mantiqueira de Minas	Caramel,Sugarcane,Citrus,Jatoba	Espresso	Natural		Moka pot,Espresso	Brazil			
Rwanda Gitesi #1 (omni)	Mlsnacava	Omni	Gitesi	Lemon peel,Honey,Blackberry,Vanilla	Omni (recommended for both Filter & Espresso Coffee)	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Rwanda			
Colombia de Santa Maria (omni)	Mlsnacava	Omni	Zapatoca	Plums,Dark chocolate,Cherries,Green apple	Omni (recommended for both Filter & Espresso Coffee)	Honey		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Colombia			
Kenya AB Thimu #024 (filtr)	Mlsnacava	Light to Medium Light	Kirinyaga	Berry fruits,Roses	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya			
Etiopie SAMI NENSEBO REFISA	Mlsnacava	Light to Medium Light	Arsi	Black tea,Exotic fruit	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia	0.0	0%	
Rwanda GITWE 96	Mlsnacava	Light to Medium Light	Nyamasheke	Peach,Kiwi,Orange jam,Vanilla	Filter	Washed	Red Bourbon	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Rwanda	4.5	100%	
Tanzania GAIA	Mlsnacava	Light to Medium Light	Ngorongoro	Grapefruit,Caramel,Flowers,Marzipan	Filter	Washed	Batian	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Tanzania			
Ethiopia BIRBISA	Mlsnacava	Light to Medium Light	Agaro	Blueberries,Strawberries,Raspberries	Filter	Natural	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
By ANDY LLANOS	Mlsnacava	Light to Medium Light	Cajamarca	Apple,Flowers,Marzipan,Špendlík	Filter	Washed	Tabi	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Peru			
Rwanda GITWE 96 - espresso	Mlsnacava	Medium to medium dark	Nyamasheke	Peach,Kiwi,Orange jam,Vanilla	Espresso	Washed	Red Bourbon	Moka pot,Espresso	Rwanda	4.5	100%	
Ethiopia BIRBISA - espresso	Mlsnacava	Medium to medium dark	Agaro	Blueberries,Strawberries,Raspberries	Espresso	Natural	Heirloom	Moka pot,Espresso	Ethiopia			
Brazil ALLESANDRO HERVAZ	Mlsnacava	Medium to medium dark	Mantiqueira de Minas	Almond,Marzipan,Cherries	Espresso	Natural	Catuai amarelo	Moka pot,Espresso	Brazil			
Ethiopia NANO CHALLA	Mlsnacava	Light to Medium Light	Jimma	Bergamot,Tea,Lemons,Forest fruit	Filter	Washed	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Costa Rica SAN FRANCISCO	Mlsnacava	Light to Medium Light	San Francisco	Grapes,Coconut,Nougat,Cherries,Green apple	Filter	Washed	Catuai,Caturra	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Costa Rica	3.0	0%	
Tanzania GAIA - espresso	Mlsnacava	Medium to medium dark	Ngorongoro	Caramel,Grapefruit,Flowers,Marzipan	Espresso	Washed	Batian	Espresso,Moka pot	Tanzania			
Brazil FAZENDA ZAROCA	Mlsnacava	Medium to medium dark	Tres Pontas	Dark Bitter chocolate,Cashew,Rum,Black cherries	Espresso	Natural	Yellow Bourbon	Moka pot,Espresso	Brazil	5.0	100%	
Guatemala LA BOLSA	Mlsnacava	Medium to medium dark	Huehuetenango	Cocoa,Passion fruit,Raspberry jam,Dužinové ovoce	Espresso	Natural	Caturra,Bourbon	Espresso,Moka pot	Guatemala			
Ethiopia NANO CHALLA - sample	Mlsnacava	Light to Medium Light	Jimma	Bergamot,Tea,Lemons,Forest fruit	Filter	Washed	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Costa Rica SAN FRANCISCO - sample	Mlsnacava	Light to Medium Light	San Francisco	Grapes,Coconut,Nougat,Cherries,Green apple	Filter	Washed	Catuai,Caturra	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Costa Rica	3.0	0%	
Bolivia JUAN MAMANI	Mlsnacava	Medium to medium dark	Caranavi	Caramel,Orange,Pineapple	Espresso	Washed	Caturra	Espresso,Moka pot	Bolivia			
Rwanda BWENDA 126	Mlsnacava	Light to Medium Light	Bwenda Cell	Honey,Orange,Cotton candy,Blackberry	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Rwanda	4.5	100%	
Ethiopia CHELBESA	Mlsnacava	Light to Medium Light	Yirgacheffe	Jasmine,Banana,White peaches	Filter	Natural	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Nicaragua LA ESPERANZA	Mlsnacava	Medium to medium dark	Nueva Segovia	Dark Bitter chocolate,Mango,Salted caramel,Švestkové víno	Espresso	Natural	Parainema	Moka pot,Espresso	Nicaragua			
Kolumbie El Jardin	Pikola	Light to Medium Light	Antioquia	Black currant,Rhubarb,Caramel cookies	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia			
Brazílie MANGA LARGA 	Pikola	Medium to medium dark	Sul de Minas	Milk chocolate,Red apple,Mango	Espresso	Anaerobic		Moka pot,Espresso	Brazil			
Guatemala	Pikola	Light to Medium Light	Huehuetenango	Milk chocolate,Raspberries,Green apple	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Guatemala			
Honduras YOLANDA URREA ARITA	Pikola	Light to Medium Light	Copán	Pineapple,Peach,Chocolate	Filter	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Honduras	0.0	0%	
Keňa BARAGWI PB	Pikola	Light to Medium Light	Kirinyaga	Currant,Blackberry,Citrus	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya			
Etiopie DARI HAMBELA	Pikola	Light to Medium Light	Guji	Strawberries,Vanilla,Dates	Filter	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Kolumbie LUIS ALBEIRO	Pikola	Light to Medium Light	Nariňo	Apple,Orange,Tropical fruit	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia	5.0	100%	
Brazil RANCHO GRANDE - 2020	Pikola	Medium to medium dark	Sul de Minas	Chocolate pralines,Milk chocolate,Dried dates	Espresso	Natural		Moka pot,Espresso	Brazil			
Keňa KAMWANGI	Pikola	Light to Medium Light	Kirinyaga	Red orange,Rhubarb	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya	0.0	0%	
Etiopie BANKO GOTITI	Pikola	Light to Medium Light	Yirgacheffe	Black tea,Citrus,Jasmine	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia	0.0	0%	
Etiopie BURISO AMAJE	Pikola	Light to Medium Light	Guji	Milk chocolate,Rum,Black cherries	Filter	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Bolívie CARANAVI	Pikola	Light to Medium Light	Yungas	Nougat,Peach,Pecans	Filter	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Bolivia			
Colombia LUIS ALBEIRO - outlet	Pikola	Light to Medium Light	Nariňo	Apple,Orange,Tropical fruit	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia	5.0	100%	
Kenya KAMWANGI - outlet	Pikola	Light to Medium Light	Kirinyaga	Red orange,Rhubarb	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya			
Brazil RANCHO GRANDE - outlet	Pikola	Medium to medium dark	Sul de Minas	Chocolate pralines,Milk chocolate,Dried dates	Espresso	Natural		Moka pot,Espresso	Brazil			
Etiopie Bookkisa	Pikola	Light to Medium Light	Guji	Banana,Blueberries,Maple syrup	Filter	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia	0.0	0%	
Kolumbie LA ROSA	Pikola	Light to Medium Light	Antioquia	Chocolate,Plums,Cherries	Filter	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia			
Kostarika CORDILLERA del FUEGO	Pikola	Light to Medium Light	Tarazzu	Lemon peel,Flowers,Papaya,Cinnamon	Filter	Anaerobic		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Costa Rica	0.0	0%	
Kostarika THE CHACÓN	Pikola	Omni	Poas volcano	Pineapple,Grapefruit,Flowers	Omni (recommended for both Filter & Espresso Coffee)	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Costa Rica	0.0	0%	
Ethiopia MUSTAFA ABAKENO	Pikola	Light to Medium Light	Jimma	Milk chocolate,Plums,Almond	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia	0.0	0%	
Brazílie BANDEIRA BRANCA	Pikola	Medium to medium dark	Sul de Minas	Chocolate,Prunes	Espresso	Natural		Moka pot,Espresso	Brazil			
PERU ROBERTO PERALES PEREZ	Pikola	Light to Medium Light	Huabal	Bergamot,Citrus,Vanilla	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Peru			
Honduras vánoční kafe	Pikola	Omni	Copán	Chocolate,Caramel,Pralines,Black cherries	Omni (recommended for both Filter & Espresso Coffee)	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Honduras	0.0	0%	
Nikaragua Montazumba	Pikola	Medium to medium dark	Mozonte	Lime,Almond,Mango,Roasted nuts	Espresso	Washed		Moka pot,Espresso	Nicaragua			
Brazil RANCHO GRANDE	Pikola	Medium to medium dark	Sul de Minas	Chocolate,Caramel,Plums	Espresso	Natural	Yellow Bourbon	Moka pot,Espresso	Brazil			
Ethiopia DIKITU	Pikola	Light to Medium Light	Guji	Blueberries,Dark Bitter chocolate,Jasmine	Filter	Natural	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia	5.0	100%	
Costa Rica LOS CIPRESES	Pikola	Light to Medium Light	West Valley	Pineapple,Caramel,Green apple	Filter	Honey	Caturra,Villalobos	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Costa Rica			
Nicaragua LA HUERTA	Pikola	Omni	Nikaragua - Cerro Mogoton	Chocolate,Cherries	Omni (recommended for both Filter & Espresso Coffee)	Washed	Bourbon,Red Catuai	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Moka pot,Vacuum Pot,Espresso	Nicaragua	5.0	100%	
Colombia JAIRO ARCILA - set of 2 coffees	Pikola	Light to Medium Light	Quindìo	Caramel,Peach,Pomegranate,Orange,Tutti Frutti,Lemon grass	Filter	Honey	Pink Bourbon,Tabi	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia			
Colombia SIRUMA - Christmas Gesha	Pikola	Light to Medium Light	Caldas	Mango,Christmas sweets	Filter	Natural	Geisha (Gesha)	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia			
Brazil FAZENDA SERTAO	Pikola	Medium to medium dark	Minas Gerais	Dark Bitter chocolate,Plums	Espresso	Natural	Red Bourbon	Moka pot,Espresso	Brazil			
Colombia PICHICA	Pikola	Medium to medium dark	El Palmichal	Peach,Black tea with lemon	Espresso	Washed	Caturra,Colombia,Tabi	Espresso,Moka pot	Colombia			
Ethiopia BULIYE - filter	Pikola	Light to Medium Light	Guji	Black tea,Citrus	Filter	Natural	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Ethiopia BULIYE - espresso	Pikola	Medium to medium dark	Guji	Black tea,Citrus	Espresso	Natural	Heirloom	Espresso,Moka pot	Ethiopia			
Costa Rica DON ELI JACOB - filter	Pikola	Light to Medium Light	Kostarika - Tarrazu	Pineapple,Griotka	Filter	Anaerobic	Catuai	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Costa Rica			
Brazil ALESSANDRO HERVAZ	Pikola	Medium to medium dark	Minas Gerais	Cheesecake,Chocolate cake,Kiwi	Espresso	Natural	Yellow Bourbon	Moka pot,Espresso	Brazil			
Peru ANAI DALILA GUEVARA	Pikola	Light to Medium Light	San Ignacio	White grapes,Red fruits	Filter	Washed	Catimor,Pache	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Peru			
Rwanda BWENDA	Rebelbean	Omni	Nyamagabe	Black tea,Blackberry,Panela	Omni (recommended for both Filter & Espresso Coffee)	Washed	Red Bourbon	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot,Espresso,Moka pot	Rwanda			13,99
Colombia ENCISO - espresso	The Coffee Collective	Medium to medium dark	Tolima	Cocoa,Forest fruit,Honey,Apricots	Espresso	Washed	Castillo,Caturra	Moka pot,Espresso	Colombia			18,99
Etiopie Gedeb od mistra světa Tima Wendelboe	Tim Wendelboe	Light to Medium Light	Yirgacheffe	Pineapple,Peach,Flowers	Filter	Natural		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Keňa KAROGOTO od mistra světa Tima Wendelboe	Tim Wendelboe	Light to Medium Light	Nyeri	Blueberries,Black currant,Grapefruit	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya			
Honduras NACIMIENTO od mistra světa Tima Wendelboe	Tim Wendelboe	Light to Medium Light	Santa Barbara	Red fruits,Stone fruit,Wine	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Honduras	0.0	0%	
Honduras CABALLERO - espresso	Tim Wendelboe	Medium to medium dark	Chinacla		Espresso	Washed		Moka pot,Espresso	Honduras			
Honduras NACIMIENTO - Pacas	Tim Wendelboe	Light to Medium Light	Santa Barbara	Black currant,Blackberry,Cherries	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Honduras			
Keňa KARINGA	Tim Wendelboe	Light to Medium Light	Kiambu	Black currant,Hip	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya	0.0	0%	
Kolumbie FINCA TAMANA	Tim Wendelboe	Light to Medium Light	Huila	Herbs,Brown sugar,Stone fruit	Filter	Washed		Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Colombia			
Ethiopia ECHEMO	Tim Wendelboe	Light to Medium Light	Jimma	Flowers,Honey,Stone fruit	Filter	Washed	Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Ethiopia FAHEM	Tim Wendelboe	Light to Medium Light	Illubabor	Peach,Flowers,Lemons	Filter	Washed	74110	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia			
Honduras CABALLERO - 2021	Tim Wendelboe	Light to Medium Light	La Paz	Chocolate,Apple,Dried fruit	Filter	Washed	Catuai	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Honduras			
Kenya CAROGOTO	Tim Wendelboe	Light to Medium Light	Nyeri	Black currant,Hibiscus,Hip	Filter	Washed	Batian,Ruiru 11,SL28,SL34	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya			
El Salvador LOS PIRINEOS	Tim Wendelboe	Light to Medium Light	Usulután	Chocolate,Roasted nuts,Dried fruit	Filter	Semi-washed	Bourbon	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	El Salvador			
Ethiopia TATMARA - 2022	Tim Wendelboe	Light to Medium Light	Dakiti	Strawberries,Flowers,Tropical fruit	Filter	Natural	74110,Heirloom	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Ethiopia	4.8	100%	
Kenya KAROGOTO	Tim Wendelboe	Light to Medium Light	Nyeri	Black currant,Hibiscus,Ripe cherries	Filter	Washed	Batian,SL28,SL34,Ruiru 11	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Kenya			
Honduras CABALLERO	Tim Wendelboe	Light to Medium Light	La Paz	Dried fruit,Chocolate,Herbs,Nuts	Filter	Washed	Catuai	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Honduras	4.0	100%	
El Salvador LOS PYRINEOS PACAMARA	Tim Wendelboe	Light to Medium Light	Usulután	Dark Bitter chocolate,Stone fruit,Tropical fruit	Filter	Honey	Pacamara	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	El Salvador			
Ethiopia TATMARA - 2022 - espresso	Tim Wendelboe	Medium to medium dark	Dakiti	Strawberries,Flowers,Tropical fruit	Espresso	Natural	74110,Heirloom	Moka pot,Espresso	Ethiopia	4.8	100%	
Honduras CABALLERO - espresso	Tim Wendelboe	Medium to medium dark	La Paz	Dried fruit,Chocolate,Nuts	Espresso	Washed	Catuai	Espresso,Moka pot	Honduras			
Honduras CABALLERO - geisha	Tim Wendelboe	Light to Medium Light	La Paz	Tangerines,Honey,Jasmine	Filter	Honey	Geisha (Gesha)	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Honduras			
Honduras NACIMIENTO PACAS	Tim Wendelboe	Light to Medium Light	Santa Barbara	Chocolate,Herbs,Red berry fruit	Filter	Washed	Pacas	Aeropress,Chemex,Clever dripper,French Press,Hario V60,Vacuum Pot	Honduras			
